,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,geo_loc_name,isolation_source,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_population,ww_surv_jurisdiction,ww_sample_matrix,ww_sample_type,ww_sample_duration,ww_surv_system_sample_id,ww_processing_protocol,concentration_method,extraction_method,ww_surv_target_1,ww_surv_target_1_known_present,sequenced_by,BioSampleModel,amplicon_PCR_primer_scheme,sample,fasta_file,collection_site_id,ww_population_source,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,isolate,host,env_broad_scale,env_local_scale,env_medium,lat_lon,source_uvig,virus_enrich_appr,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,ww_primary_sludge_retention_time,geo_loc_ENA,site id
SRR25665957,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00008_07092023,,,,,,SRR25665957,SRX21391604,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,42000,oh,raw wastewater,composite,24,2PD00008_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0025135,utility provided information,bcov vaccine,12050.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,12230665.47,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025135
SRR25665864,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,3PE00001_07092023,,,,,,SRR25665864,SRX21391697,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,103379,oh,raw wastewater,composite,24,3PE00001_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0024660,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,74913299.21,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024660
SRR25665886,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00039_07092023,,,,,,SRR25665886,SRX21391675,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,6700,oh,raw wastewater,composite,24,2PD00039_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0020001,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,4731764.73,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0020001
SRR25665868,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,3PE00000_07092023,,,,,,SRR25665868,SRX21391693,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,85000,oh,raw wastewater,composite,24,3PE00000_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0024350,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,75178278.03,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024350
SRR25665902,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,1PM00001602_07092023,,,,,,SRR25665902,SRX21391659,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,566136,oh,raw wastewater,composite,24,1PM00001602_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0025461,utility provided information,bcov vaccine,22778.5,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,269261639.8,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025461
SRR25665930,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,4PE00002601_07092023,,,,,,SRR25665930,SRX21391631,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,24677,oh,raw wastewater,composite,24,4PE00002601_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0136271,utility provided information,bcov vaccine,23284.21053,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,14800960.08,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0136271
SRR25665914,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,1PL00000601_07092023,,,,,,SRR25665914,SRX21391647,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,200666,oh,raw wastewater,composite,24,1PL00000601_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0025453,utility provided information,bcov vaccine,16513.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,115530767.6,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025453
SRR25665872,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00034_07092023,,,,,,SRR25665872,SRX21391689,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,54500,oh,raw wastewater,composite,24,3PD00034_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0025003,utility provided information,bcov vaccine,17600.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,20422296.57,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0025003
SRR25665890,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00035_07092023,,,,,,SRR25665890,SRX21391671,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,44680,oh,raw wastewater,composite,24,2PD00035_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0052914,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,21352164.05,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0052914
SRR25665894,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,2PD00024_07092023,,,,,,SRR25665894,SRX21391667,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,17000,oh,raw wastewater,composite,24,2PD00024_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0052604,utility provided information,bcov vaccine,9986.842105,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,7040865.918,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0052604
SRR25665949,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,2PF00001_07092023,,,,,,SRR25665949,SRX21391612,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,55000,oh,raw wastewater,composite,24,2PF00001_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0027332,utility provided information,bcov vaccine,10071.05263,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,41590319.27,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0027332
SRR25665879,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,2PE00001_07092023,,,,,,SRR25665879,SRX21391682,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,52000,oh,raw wastewater,composite,24,2PE00001_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0026328,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,46257732,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026328
SRR25665934,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,4PE00001_07092023,,,,,,SRR25665934,SRX21391627,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,45000,oh,raw wastewater,composite,24,4PE00001_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0026671,utility provided information,bcov vaccine,14534.21053,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,23545261.3,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0026671
SRR25665936,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,3PD00013_07092023,,,,,,SRR25665936,SRX21391625,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,27000,oh,raw wastewater,composite,24,3PD00013_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,no,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0028185,utility provided information,bcov vaccine,6500.0,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,19218535.63,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0028185
SRR25665922,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,4PF00001601_07092023,,,,,,SRR25665922,SRX21391639,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,654817,oh,raw wastewater,composite,24,4PF00001601_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0024741,utility provided information,bcov vaccine,233263.1579,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,408445931.5,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0024741
SRR25665945,,,,,,,,,,2023-07-09,,,,,,,,,,GenomeTrakr; LFFM ww project,2PK00000_07092023,,,,,,SRR25665945,SRX21391616,USA: Ohio,wastewater,Ohio Department of Health,public health surveillance community-level,wastewater treatment plant,195577,oh,raw wastewater,composite,24,2PK00000_07092023,,ceres nanotrap,qiagen allprep powerviral dna/rna kit,SARS-CoV-2,yes,The Ohio State University Infectious Diseases Institute,SARS-CoV-2: wastewater surveillance,ARTIC V4.1,,,OH0034223,utility provided information,bcov vaccine,21136.84211,copies/L,N gene (N2),GT-Digital SARS-CoV-2 Wastewater Surveillance Assay For QIAcuity dPCR,51263939.08,NEBNext ARTIC SARS-CoV-2 RT-PCR Module,400,sovic.1@osu.edu,DRAGEN bcl convert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,OH0034223
SRR23882261,,,,,,,,,,2022-12-09,,,,,,,,,,,,,,,,,SRR23882261,SRX19694141,Australia:Queensland,wastewater,113,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882263,,,,,,,,,,2022-12-07,,,,,,,,,,,,,,,,,SRR23882263,SRX19694139,Australia:Queensland,wastewater,111,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882266,,,,,,,,,,2022-12-05,,,,,,,,,,,,,,,,,SRR23882266,SRX19694136,Australia:Queensland,wastewater,109,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882267,,,,,,,,,,2022-12-02,,,,,,,,,,,,,,,,,SRR23882267,SRX19694135,Australia:Queensland,wastewater,108,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882268,,,,,,,,,,2022-12-01,,,,,,,,,,,,,,,,,SRR23882268,SRX19694134,Australia:Queensland,wastewater,107,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882269,,,,,,,,,,2022-11-30,,,,,,,,,,,,,,,,,SRR23882269,SRX19694133,Australia:Queensland,wastewater,106,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882271,,,,,,,,,,2022-11-24,,,,,,,,,,,,,,,,,SRR23882271,SRX19694131,Australia:Queensland,wastewater,104,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882272,,,,,,,,,,2022-11-23,,,,,,,,,,,,,,,,,SRR23882272,SRX19694130,Australia:Queensland,wastewater,103,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882273,,,,,,,,,,2022-11-22,,,,,,,,,,,,,,,,,SRR23882273,SRX19694129,Australia:Queensland,wastewater,102,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882274,,,,,,,,,,2022-11-18,,,,,,,,,,,,,,,,,SRR23882274,SRX19694128,Australia:Queensland,wastewater,101,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882215,,,,,,,,,,2022-11-15,,,,,,,,,,,,,,,,,SRR23882215,SRX19694187,Australia:Queensland,wastewater,99,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882217,,,,,,,,,,2022-09-14,,,,,,,,,,,,,,,,,SRR23882217,SRX19694185,Australia:Queensland,wastewater,97,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882216,,,,,,,,,,2022-09-14,,,,,,,,,,,,,,,,,SRR23882216,SRX19694186,Australia:Queensland,wastewater,98,,,NA,,raw wastewater,grab,0,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882219,,,,,,,,,,2022-09-07,,,,,,,,,,,,,,,,,SRR23882219,SRX19694183,Australia:Queensland,wastewater,95,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882220,,,,,,,,,,2022-08-31,,,,,,,,,,,,,,,,,SRR23882220,SRX19694182,Australia:Queensland,wastewater,94,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882221,,,,,,,,,,2022-08-24,,,,,,,,,,,,,,,,,SRR23882221,SRX19694181,Australia:Queensland,wastewater,93,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882222,,,,,,,,,,2022-08-17,,,,,,,,,,,,,,,,,SRR23882222,SRX19694180,Australia:Queensland,wastewater,92,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882223,,,,,,,,,,2022-08-17,,,,,,,,,,,,,,,,,SRR23882223,SRX19694179,Australia:Queensland,wastewater,91,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882226,,,,,,,,,,2022-08-10,,,,,,,,,,,,,,,,,SRR23882226,SRX19694176,Australia:Queensland,wastewater,89,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882225,,,,,,,,,,2022-08-10,,,,,,,,,,,,,,,,,SRR23882225,SRX19694177,Australia:Queensland,wastewater,90,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882228,,,,,,,,,,2022-08-03,,,,,,,,,,,,,,,,,SRR23882228,SRX19694174,Australia:Queensland,wastewater,87,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882229,,,,,,,,,,2022-07-27,,,,,,,,,,,,,,,,,SRR23882229,SRX19694173,Australia:Queensland,wastewater,86,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882231,,,,,,,,,,2022-07-20,,,,,,,,,,,,,,,,,SRR23882231,SRX19694171,Australia:Queensland,wastewater,84,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882230,,,,,,,,,,2022-07-20,,,,,,,,,,,,,,,,,SRR23882230,SRX19694172,Australia:Queensland,wastewater,85,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23882232,,,,,,,,,,2022-07-06,,,,,,,,,,,,,,,,,SRR23882232,SRX19694170,Australia:Queensland,wastewater,83,,,NA,,raw wastewater,composite,24,,,,,SARS-CoV-2,yes,,SARS-CoV-2: wastewater surveillance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,ABeJWSntETK3
SRR23056002,,,,,,,,,,2022-06-27,,,,,,,,,,,,,,,,,SRR23056002,SRX19009456,"India:Bengaluru,Nagasandra Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,200000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],13.0395 N 77.5000 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,XJu9WBAddjDk
SRR23056007,,,,,,,,,,2022-06-27,,,,,,,,,,,,,,,,,SRR23056007,SRX19009451,"India:Bengaluru,Mailasandra Ph-I",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,750000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9178 N 77.4943 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,KxrLGmFA3thL
SRR23056006,,,,,,,,,,2022-06-27,,,,,,,,,,,,,,,,,SRR23056006,SRX19009452,"India:Bengaluru,Kengeri",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,600000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8997 N 77.4827 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,9xzHYXvb56x8
SRR23056005,,,,,,,,,,2022-06-27,,,,,,,,,,,,,,,,,SRR23056005,SRX19009453,"India:Bengaluru,Doddabelee 2 (40MLD)",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,400000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.8900 N 77.4726 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,NtJtvddtCvdH
SRR23056004,,,,,,,,,,2022-06-27,,,,,,,,,,,,,,,,,SRR23056004,SRX19009454,"India:Bengaluru,Mallathahalli",environmental,"TATA INSTITUTE FOR GENETICS AND SOCIETY, Banaglore, INDIA",,,50000,,missing,missing,168,,,,,,,"National Centre for Biological Sciences, Bangalore",MIUVIG.wastewater,,,,,,,,,,,,,,,,wastewater,SARS-CoV-2,sewage,urbanized area,environmental material[ENVO_00010483]|waste material[ENVO:00002264]|waste water[ENVO:00002001],12.9620 N 77.4980 E,viral single amplified genome (vSAG),ultracentrifugation,,,,,,,,,,,,,,,,,,,,,nan: nan,f2F9jnx2n4vh
